event:id,concept:name,start_timestamp,time:timestamp,event:duration_min,org:resource,org:role,case:concept:name,case:case_type,case:amount,case:region
evt_00000082,b,2020-01-02 00:04:21,2020-01-02 00:15:06,10.749940383333334,res_003,role_01,case_000014,type_01,556.84,DE-BY
evt_00000083,d,2020-01-02 00:17:08,2020-01-02 00:33:00,15.873372166666666,res_006,role_02,case_000014,type_01,556.84,DE-BY
evt_00000084,f,2020-01-02 00:33:50,2020-01-02 00:45:00,11.161447500000001,res_002,role_02,case_000014,type_01,556.84,DE-BY
evt_00000085,a,2020-01-01 23:31:47,2020-01-01 23:48:03,16.26259335,res_001,role_01,case_000015,type_03,1051.53,DE-NRW
evt_00000086,c,2020-01-01 23:48:45,2020-01-01 23:59:43,10.971700983333333,res_007,role_01,case_000015,type_03,1051.53,DE-NRW
evt_00000087,e,2020-01-02 00:01:19,2020-01-02 00:15:39,14.33127655,res_008,role_02,case_000015,type_03,1051.53,DE-NRW
evt_00000088,b,2020-01-02 00:17:59,2020-01-02 00:27:37,9.621678016666667,res_004,role_02,case_000015,type_03,1051.53,DE-NRW
evt_00000089,d,2020-01-02 00:28:08,2020-01-02 00:44:58,16.828566933333335,res_005,role_01,case_000015,type_03,1051.53,DE-NRW
evt_00000090,f,2020-01-02 00:45:21,2020-01-02 01:00:49,15.464114733333334,res_002,role_02,case_000015,type_03,1051.53,DE-NRW
evt_00000091,a,2020-01-02 03:52:54,2020-01-02 04:15:40,22.755363433333333,res_001,role_01,case_000016,type_03,694.93,DE-HE
evt_00000092,c,2020-01-02 04:16:17,2020-01-02 04:34:11,17.9042852,res_006,role_02,case_000016,type_03,694.93,DE-HE
evt_00000093,e,2020-01-02 04:35:44,2020-01-02 04:48:33,12.810387583333332,res_008,role_02,case_000016,type_03,694.93,DE-HE
evt_00000094,b,2020-01-02 04:48:39,2020-01-02 05:11:24,22.740653233333333,res_008,role_02,case_000016,type_03,694.93,DE-HE
evt_00000095,d,2020-01-02 05:11:30,2020-01-02 05:22:55,11.415980883333333,res_006,role_02,case_000016,type_03,694.93,DE-HE
evt_00000096,f,2020-01-02 05:22:58,2020-01-02 05:37:40,14.698770583333333,res_002,role_02,case_000016,type_03,694.93,DE-HE
evt_00000097,a,2020-01-02 05:26:02,2020-01-02 05:38:41,12.649979949999999,res_002,role_02,case_000017,type_02,962.35,DE-BY
evt_00000098,c,2020-01-02 05:39:53,2020-01-02 05:58:15,18.355079133333334,res_008,role_02,case_000017,type_02,962.35,DE-BY
evt_00000099,e,2020-01-02 05:58:38,2020-01-02 06:07:22,8.7396321,res_008,role_02,case_000017,type_02,962.35,DE-BY
evt_00000100,b,2020-01-02 06:10:14,2020-01-02 06:26:56,16.699544383333333,res_002,role_02,case_000017,type_02,962.35,DE-BY
evt_00000101,d,2020-01-02 06:27:21,2020-01-02 06:45:35,18.2403951,res_008,role_02,case_000017,type_02,962.35,DE-BY
evt_00000102,f,2020-01-02 06:46:36,2020-01-02 06:58:15,11.6396926,res_007,role_01,case_000017,type_02,962.35,DE-BY
evt_00000103,a,2020-01-02 07:00:12,2020-01-02 07:19:28,19.274688266666665,res_001,role_01,case_000018,type_02,676.48,DE-BE
evt_00000104,c,2020-01-02 07:20:37,2020-01-02 07:33:07,12.50066555,res_008,role_02,case_000018,type_02,676.48,DE-BE
evt_00000105,e,2020-01-02 07:34:52,2020-01-02 07:53:27,18.576856683333332,res_005,role_01,case_000018,type_02,676.48,DE-BE
evt_00000106,b,2020-01-02 07:53:59,2020-01-02 08:06:16,12.274375983333334,res_001,role_01,case_000018,type_02,676.48,DE-BE
evt_00000107,d,2020-01-02 08:09:05,2020-01-02 08:29:45,20.66944403333333,res_005,role_01,case_000018,type_02,676.48,DE-BE
evt_00000108,f,2020-01-02 08:30:16,2020-01-02 08:46:02,15.764143149999999,res_002,role_02,case_000018,type_02,676.48,DE-BE
evt_00000109,a,2020-01-02 07:00:40,2020-01-02 07:12:36,11.93920915,res_001,role_01,case_000019,type_02,859.11,DE-NRW
evt_00000110,c,2020-01-02 07:15:23,2020-01-02 07:30:24,15.011851016666666,res_004,role_02,case_000019,type_02,859.11,DE-NRW
evt_00000111,e,2020-01-02 07:30:28,2020-01-02 07:42:36,12.13448005,res_007,role_01,case_000019,type_02,859.11,DE-NRW
evt_00000112,b,2020-01-02 07:43:17,2020-01-02 07:58:36,15.320651533333335,res_002,role_02,case_000019,type_02,859.11,DE-NRW
evt_00000113,d,2020-01-02 08:01:48,2020-01-02 08:16:39,14.844419499999999,res_006,role_02,case_000019,type_02,859.11,DE-NRW
evt_00000114,f,2020-01-02 08:16:40,2020-01-02 08:29:48,13.142720966666667,res_008,role_02,case_000019,type_02,859.11,DE-NRW
evt_00000115,a,2020-01-02 08:54:37,2020-01-02 09:23:24,28.78352143333333,res_001,role_01,case_000020,type_02,953.17,DE-HE
evt_00000116,c,2020-01-02 09:24:39,2020-01-02 09:40:02,15.386931433333332,res_004,role_02,case_000020,type_02,953.17,DE-HE
evt_00000117,e,2020-01-02 09:40:06,2020-01-02 09:51:50,11.72843235,res_008,role_02,case_000020,type_02,953.17,DE-HE
evt_00000118,b,2020-01-02 09:52:15,2020-01-02 10:08:32,16.28080945,res_003,role_01,case_000020,type_02,953.17,DE-HE
evt_00000119,d,2020-01-02 10:09:00,2020-01-02 10:21:48,12.8086057,res_002,role_02,case_000020,type_02,953.17,DE-HE
evt_00000120,f,2020-01-02 10:22:24,2020-01-02 10:38:34,16.15512875,res_002,role_02,case_000020,type_02,953.17,DE-HE
evt_00000121,a,2020-01-02 10:46:30,2020-01-02 10:58:11,11.684125483333334,res_001,role_01,case_000021,type_01,1030.17,DE-BW
evt_00000122,c,2020-01-02 11:01:23,2020-01-02 11:09:22,7.98114085,res_008,role_02,case_000021,type_01,1030.17,DE-BW
evt_00000123,e,2020-01-02 11:10:02,2020-01-02 11:27:33,17.520897066666667,res_008,role_02,case_000021,type_01,1030.17,DE-BW
evt_00000124,b,2020-01-02 11:29:14,2020-01-02 11:47:39,18.422525816666667,res_005,role_01,case_000021,type_01,1030.17,DE-BW
evt_00000125,d,2020-01-02 11:47:53,2020-01-02 12:06:49,18.93985685,res_005,role_01,case_000021,type_01,1030.17,DE-BW
evt_00000126,f,2020-01-02 12:07:26,2020-01-02 12:24:29,17.056206533333334,res_007,role_01,case_000021,type_01,1030.17,DE-BW
evt_00000127,a,2020-01-02 12:39:11,2020-01-02 13:03:40,24.4787427,res_001,role_01,case_000022,type_01,1145.45,DE-BY
evt_00000128,c,2020-01-02 13:05:39,2020-01-02 13:18:32,12.890967999999999,res_008,role_02,case_000022,type_01,1145.45,DE-BY
evt_00000129,e,2020-01-02 13:20:06,2020-01-02 13:36:34,16.459933716666665,res_005,role_01,case_000022,type_01,1145.45,DE-BY
evt_00000130,b,2020-01-02 13:37:38,2020-01-02 13:48:58,11.331515533333334,res_002,role_02,case_000022,type_01,1145.45,DE-BY
evt_00000131,d,2020-01-02 13:51:58,2020-01-02 13:56:50,4.872210033333333,res_005,role_01,case_000022,type_01,1145.45,DE-BY
evt_00000132,f,2020-01-02 13:57:41,2020-01-02 14:05:19,7.63148945,res_003,role_01,case_000022,type_01,1145.45,DE-BY
evt_00000133,a,2020-01-02 13:38:54,2020-01-02 13:54:33,15.648294133333334,res_001,role_01,case_000023,type_01,793.17,DE-NRW
evt_00000134,c,2020-01-02 13:55:21,2020-01-02 14:16:22,21.020427883333333,res_001,role_01,case_000023,type_01,793.17,DE-NRW
evt_00000135,e,2020-01-02 14:17:57,2020-01-02 14:30:03,12.095184216666667,res_004,role_02,case_000023,type_01,793.17,DE-NRW
evt_00000136,b,2020-01-02 14:32:05,2020-01-02 14:53:02,20.961491433333332,res_002,role_02,case_000023,type_01,793.17,DE-NRW
evt_00000137,d,2020-01-02 14:54:08,2020-01-02 15:09:48,15.665689483333333,res_006,role_02,case_000023,type_01,793.17,DE-NRW
evt_00000138,f,2020-01-02 15:10:35,2020-01-02 15:19:25,8.834499633333333,res_006,role_02,case_000023,type_01,793.17,DE-NRW
evt_00000139,a,2020-01-02 16:01:42,2020-01-02 16:25:18,23.594845833333334,res_005,role_01,case_000024,type_02,1136.6,DE-BW
evt_00000140,c,2020-01-02 16:27:24,2020-01-02 16:44:03,16.651913166666667,res_008,role_02,case_000024,type_02,1136.6,DE-BW
evt_00000141,e,2020-01-02 16:44:10,2020-01-02 17:08:11,24.012483866666667,res_008,role_02,case_000024,type_02,1136.6,DE-BW
evt_00000142,b,2020-01-02 17:09:59,2020-01-02 17:26:36,16.60947485,res_003,role_01,case_000024,type_02,1136.6,DE-BW
evt_00000143,d,2020-01-02 17:29:26,2020-01-02 17:44:44,15.302048899999999,res_005,role_01,case_000024,type_02,1136.6,DE-BW
evt_00000144,f,2020-01-02 17:45:01,2020-01-02 18:04:12,19.176062750000003,res_007,role_01,case_000024,type_02,1136.6,DE-BW
evt_00000145,a,2020-01-02 18:47:10,2020-01-02 19:10:04,22.8975942,res_001,role_01,case_000025,type_02,1169.94,DE-BE
evt_00000146,c,2020-01-02 19:10:08,2020-01-02 19:27:32,17.390670066666665,res_008,role_02,case_000025,type_02,1169.94,DE-BE
evt_00000147,e,2020-01-02 19:27:41,2020-01-02 19:51:07,23.438491966666668,res_008,role_02,case_000025,type_02,1169.94,DE-BE
evt_00000148,b,2020-01-02 19:51:09,2020-01-02 20:00:27,9.303880533333334,res_002,role_02,case_000025,type_02,1169.94,DE-BE
evt_00000149,d,2020-01-02 20:01:05,2020-01-02 20:18:21,17.26666445,res_006,role_02,case_000025,type_02,1169.94,DE-BE
evt_00000150,f,2020-01-02 20:19:43,2020-01-02 20:36:22,16.6491965,res_007,role_01,case_000025,type_02,1169.94,DE-BE
evt_00000151,a,2020-01-02 19:56:25,2020-01-02 20:18:58,22.559900616666667,res_002,role_02,case_000026,type_01,1361.43,DE-BY
evt_00000152,c,2020-01-02 20:22:14,2020-01-02 20:39:49,17.575805516666666,res_002,role_02,case_000026,type_01,1361.43,DE-BY
evt_00000153,e,2020-01-02 20:41:40,2020-01-02 20:53:48,12.133926866666666,res_008,role_02,case_000026,type_01,1361.43,DE-BY
evt_00000154,b,2020-01-02 20:54:36,2020-01-02 21:10:25,15.820135433333332,res_001,role_01,case_000026,type_01,1361.43,DE-BY
evt_00000155,d,2020-01-02 21:12:23,2020-01-02 21:26:54,14.524428933333333,res_006,role_02,case_000026,type_01,1361.43,DE-BY
evt_00000156,f,2020-01-02 21:27:38,2020-01-02 21:38:14,10.608053983333333,res_008,role_02,case_000026,type_01,1361.43,DE-BY
evt_00000157,a,2020-01-02 20:31:48,2020-01-02 20:48:07,16.316476683333335,res_001,role_01,case_000027,type_03,793.78,DE-BY
evt_00000158,c,2020-01-02 20:50:40,2020-01-02 21:04:13,13.556281733333332,res_008,role_02,case_000027,type_03,793.78,DE-BY
evt_00000159,e,2020-01-02 21:04:21,2020-01-02 21:14:28,10.11899765,res_008,role_02,case_000027,type_03,793.78,DE-BY
evt_00000160,b,2020-01-02 21:14:41,2020-01-02 21:35:04,20.38289723333333,res_006,role_02,case_000027,type_03,793.78,DE-BY
evt_00000161,d,2020-01-02 21:35:19,2020-01-02 21:41:54,6.584477283333333,res_003,role_01,case_000027,type_03,793.78,DE-BY
evt_00000162,f,2020-01-02 21:42:20,2020-01-02 21:58:22,16.027166866666665,res_008,role_02,case_000027,type_03,793.78,DE-BY
evt_00000163,a,2020-01-02 23:31:09,2020-01-02 23:46:38,15.484696266666667,res_006,role_02,case_000028,type_01,1410.99,DE-HE
evt_00000164,c,2020-01-02 23:46:49,2020-01-03 00:05:31,18.7046864,res_008,role_02,case_000028,type_01,1410.99,DE-HE
evt_00000165,e,2020-01-03 00:06:06,2020-01-03 00:18:30,12.414360283333334,res_008,role_02,case_000028,type_01,1410.99,DE-HE
evt_00000166,b,2020-01-03 00:18:43,2020-01-03 00:32:16,13.546445049999999,res_002,role_02,case_000028,type_01,1410.99,DE-HE
evt_00000167,d,2020-01-03 00:32:49,2020-01-03 00:35:48,2.980367766666667,res_006,role_02,case_000028,type_01,1410.99,DE-HE
evt_00000168,f,2020-01-03 00:36:32,2020-01-03 00:47:18,10.75444865,res_004,role_02,case_000028,type_01,1410.99,DE-HE
evt_00000169,a,2020-01-03 00:41:52,2020-01-03 00:55:58,14.108617466666667,res_001,role_01,case_000029,type_02,639.44,DE-BE
evt_00000170,c,2020-01-03 00:58:45,2020-01-03 01:12:13,13.475792633333333,res_008,role_02,case_000029,type_02,639.44,DE-BE
evt_00000171,e,2020-01-03 01:12:27,2020-01-03 01:22:12,9.75005945,res_008,role_02,case_000029,type_02,639.44,DE-BE
evt_00000172,b,2020-01-03 01:22:45,2020-01-03 01:36:45,14.0057702,res_002,role_02,case_000029,type_02,639.44,DE-BE
evt_00000173,d,2020-01-03 01:37:57,2020-01-03 01:58:20,20.38687105,res_001,role_01,case_000029,type_02,639.44,DE-BE
evt_00000174,f,2020-01-03 02:00:34,2020-01-03 02:14:54,14.327488466666667,res_002,role_02,case_000029,type_02,639.44,DE-BE
evt_00000175,a,2020-01-03 02:06:01,2020-01-03 02:19:38,13.613900566666667,res_001,role_01,case_000030,type_03,630.79,DE-BE
evt_00000176,c,2020-01-03 02:19:48,2020-01-03 02:21:24,1.5993540833333335,res_006,role_02,case_000030,type_03,630.79,DE-BE
evt_00000177,e,2020-01-03 02:21:33,2020-01-03 02:38:40,17.113319883333336,res_008,role_02,case_000030,type_03,630.79,DE-BE
evt_00000178,b,2020-01-03 02:39:38,2020-01-03 02:50:32,10.896110616666666,res_004,role_02,case_000030,type_03,630.79,DE-BE
evt_00000179,d,2020-01-03 02:50:55,2020-01-03 03:07:22,16.446349616666666,res_005,role_01,case_000030,type_03,630.79,DE-BE
evt_00000180,f,2020-01-03 03:08:07,2020-01-03 03:28:07,19.994461416666663,res_008,role_02,case_000030,type_03,630.79,DE-BE
evt_00000181,a,2020-01-03 02:11:50,2020-01-03 02:36:34,24.7368505,res_001,role_01,case_000031,type_03,904.52,DE-BW
evt_00000182,c,2020-01-03 02:36:45,2020-01-03 02:47:25,10.6679048,res_003,role_01,case_000031,type_03,904.52,DE-BW
evt_00000183,e,2020-01-03 02:50:08,2020-01-03 03:08:52,18.743506433333334,res_007,role_01,case_000031,type_03,904.52,DE-BW
evt_00000184,b,2020-01-03 03:11:12,2020-01-03 03:26:42,15.497869266666667,res_007,role_01,case_000031,type_03,904.52,DE-BW
evt_00000185,d,2020-01-03 03:27:01,2020-01-03 03:43:35,16.55995385,res_002,role_02,case_000031,type_03,904.52,DE-BW
evt_00000186,f,2020-01-03 03:46:02,2020-01-03 04:03:41,17.645111916666668,res_008,role_02,case_000031,type_03,904.52,DE-BW
evt_00000187,a,2020-01-03 02:38:07,2020-01-03 02:50:02,11.918501383333334,res_001,role_01,case_000032,type_03,1518.15,DE-HE
evt_00000188,c,2020-01-03 02:50:28,2020-01-03 03:05:43,15.25117165,res_006,role_02,case_000032,type_03,1518.15,DE-HE
evt_00000189,e,2020-01-03 03:07:09,2020-01-03 03:23:00,15.847219866666668,res_005,role_01,case_000032,type_03,1518.15,DE-HE
evt_00000190,b,2020-01-03 03:24:21,2020-01-03 03:40:39,16.294305416666667,res_004,role_02,case_000032,type_03,1518.15,DE-HE
evt_00000191,d,2020-01-03 03:40:50,2020-01-03 03:54:59,14.143372566666667,res_006,role_02,case_000032,type_03,1518.15,DE-HE
evt_00000192,f,2020-01-03 03:56:43,2020-01-03 04:18:33,21.8434384,res_002,role_02,case_000032,type_03,1518.15,DE-HE
evt_00000193,a,2020-01-03 06:12:47,2020-01-03 06:31:04,18.282985816666667,res_001,role_01,case_000033,type_03,1204.24,DE-BW
evt_00000194,c,2020-01-03 06:31:18,2020-01-03 06:41:23,10.078279149999998,res_006,role_02,case_000033,type_03,1204.24,DE-BW
evt_00000195,e,2020-01-03 06:43:03,2020-01-03 07:00:43,17.66474656666667,res_003,role_01,case_000033,type_03,1204.24,DE-BW
evt_00000196,b,2020-01-03 07:01:40,2020-01-03 07:25:00,23.347539533333336,res_008,role_02,case_000033,type_03,1204.24,DE-BW
evt_00000197,d,2020-01-03 07:25:29,2020-01-03 07:35:29,10.005627416666666,res_004,role_02,case_000033,type_03,1204.24,DE-BW
evt_00000198,f,2020-01-03 07:36:15,2020-01-03 07:53:17,17.036034649999998,res_008,role_02,case_000033,type_03,1204.24,DE-BW
